|0|1|2|3
5286|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Beck; Heck; Merck; Teck; Reck; deck; leck; eck; keck; feig; fick; weck; Deck; Geck; Leck; jeck; reck; vRack; Werk; fest
veck
^^^^"|||
5287|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Plakate; plagte; plante; prägte; klagte; Plakat; platzte; Plakaten; packte; plagten; plakativ; platte; plagt; plakative; Plagiate; Seagate; flachste; parkte; plage; Plakats
plagate
^^^^^^^"|||
5288|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bissen; pissen; besten; bilden; bisher; bieten; wissen; binden; binnen; Eisen; bitten; bösen; passen; Libyen; rissen; Kisten; Pisten; biegen; nisten; Kissen
bisyen
^^^^^^"|||
5289|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rund; Bund; Mount; Fund; Hund; Mund; bunt; kund; müht; münde; wund; munde; zünd; Bunt; Lund; Rund; Sound; Sund; Wund; Zünd
munt
^^^^"|||
5290|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Bonbon; Oben; Boson; Wovon; Boten; Boden; Robin; Bonn; Bösen; Hoben; Baron; Bohren; Bob; Boxen; Boot; Loben; Boston; Arbon; Beton; Kokon
Bobon
^^^^^"|||
5291|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: vor; von; war; vom; wo; wohl; wir; Tor; wer; vorn; Moor; Rohr; wog; vorm; woher; Mohr; Bohr; Lohr; wär; hör
wor
^^^"|||
5292|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: begannen; gewannen; gegangen; gekannten; begännen; gerannen; gerännen; gewännen; bekannten; genannten; gewinnen; begonnen; gelangen; gewonnen; kennen; beginnen; gefangen; begangen; bekennen; gegangenen
gegannen
^^^^^^^^"|||
5293|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gefunden; gebunden; befunden; erfunden; gefundene; gesunden; kämpfenden; gewunden; Neufunden; gaffenden; gefaulten; gefoulten; gefunkten; geföhnten; gelaunten; gepflügten; geraunten; gestünden; keifenden; kiffenden
geffunden
^^^^^^^^^"|||
5294|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Besitzerin; besitzen; Besitzern; Besatzerin; Besetzerin; BesitzerIn; Zeitzerin
bezitzerin
^^^^^^^^^^"|||
5295|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: engte; enge; rückte; deckte; engste; lenkte; lockte; nackte; senkte; weckte; dockte; packte; sackte; kickte; eckte; engt; hackte; leckte; nickte; backte
enkte
^^^^^"|||
5296|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Blockade; Plakate; plagte; plackte; brachte; plante; prägte; klagte; beachte; Plakat; blickte; platzte; Plakaten; brächte; plagten; plakativ; platte; Blockaden; langte
blakate
^^^^^^^"|||
5297|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fenster; Tänzer; Venöser; Fender; Männer; Fässer; Besser; Fänger; Jener; Pfänder; Länger; Pfälzer; Häuser; Vesser; Länder; Sänger; Enger; Ferner; Leser; Sender
Fenser
^^^^^^"|||
5298|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gestorben; gestörten; gestorbene; gestoben; geschoben; gestohlen; gestoßen; gestochen; gestorbenen; geschworen; gestörte; geschoren; gestörter; gestörtes; gestoppten; gestorbener; gestörtem; Testorten; erstorben; gegoren
geschtorben
^^^^^^^^^^^"|||
5299|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Hundehüter; Hundemüder; Hund-puder; Hundefutter; Hunderter; Hund-ruder; Hundefuder; Hundehütern; Hundevater; Hundehüters; Hundemüde; Hundegüter; Hundeleder; Hundemüdem; Hundefeder; Hunderudel; Hundemüden; Hundetür; Hundemüdes
HundeFuter
^^^^^^^^^^"|||
5300|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schlicht; schickt; geigt; glicht; schrägt; spricht; schickte; schlecht; schlägt; gerecht; schräg; Nachricht; Schicht; gereicht; gleicht; glich; schlichte; schräge; schleicht; schwächt
schricht
^^^^^^^^"|||
5301|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: umarmt; umarmte; Unart; knarrt; knarzt; nahmt; narrt; umarme; umarmst; unär; unäre; unärem; unären; unärer; unäres; zunahmt
unarmt
^^^^^^"|||
5302|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: decken; dicken; ducken; ticken; docken; Becken; dicke; eigen; locken; rücken; Ligen; Lücken; Nacken; dicker; wecken; Pocken; deckten; dickes; packen; tagen
diken
^^^^^"|||
5303|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Sief; Sieht; Siefs; Zieht; Hievt; Zielt; Lieft; Ziert; Mieft; Siegt; Rieft; Liegt; Dient; Hielt; Seift; Siebt; Lief; Siezt; Tief; Ziemt
Sieft
^^^^^"|||
5304|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wenn; wem; wen; wend; wärm; den; von; dem; vom; beim; weil; denn; van; weit; wenig; wäre; Team; eng; weiß; jene
wenm
^^^^"|||
5305|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: anruft; anrufe; abruft; abrupt; beruft; Anruf; anrufen; anregt; anfügt; Anrufs; Anrufe; abrufe; anhupt; anlüfte; anlügt; anraut; anraute
anrufd
^^^^^^"|||
5306|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: linker; Finger; Ringer; fingen; Dinger; Winker; Sinker; fingere; fingern; fingert; fingre; pinker; Ginger; Singer; einer; vier; finden; findet; Kinder
vinger
^^^^^^"|||
5307|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: vermisst; vermietet; vermischt; vermeidet; vermied; vergisst; vermisste; vereist; vermint; vereiste; verminte; vermisse; ermisst; verbisst; vereistet; vermasst; vermaßt; vermesst; vermiedet; vermiedst
vermistt
^^^^^^^^"|||
5308|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Telefonnummer
telefonnumer
^^^^^^^^^^^^"|||
5309|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: umgefahren; umgeladen; umkehren; ungefähren; umgefallen; umgefahrene; umgefärbt; umgefärbten; umgehauen; umgehbaren; rumgefahren
umgefaren
^^^^^^^^^"|||
5310|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Überraschung; Überachtung; Überwachung; Abtragung; Übermischung; Überlegung; Überachsen; Übertagung; Überdachung; Überabgang; Überfischung; Überschwung; Übernachtung; Überböschung; Überlöschung; Überahnung; Überächtung; Überbuchung; Überabschwung; Überjagung
Überaschung
^^^^^^^^^^^"|||
5311|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: dass; süß; küss; Süß; düse; düst; des; das; dazu; dies; muss; Fuß; Jazz; müsse; saß; Typs; dünn; Ross; fürs; riss
tüss
^^^^"|||
5312||||
5313|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Seil; Steil; Seile; Steile; Sheila; Smiley; Schily; Seils; Email; Emails; Seilt; Zueile; Zueilt; Emeli; Gmail
Smeili
^^^^^^"|||
5314|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Blockade; Plakate; Plakette; plagte; plakativ; platte; blickende; plakative; blockende; plackende; plackte; placktet; plagende; plagtet; plakatier; plätte
plakatte
^^^^^^^^"|||
5315|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wer laufen; verlaufen; verkaufen; verlaufend; verlauten; erlaufen; verlaufe; verlaufene; weglaufen; herlaufen; Herlaufen; Verläufen; Zerlaufen; versaufen; vorlaufen; zerlaufen; verlassen; verläuft; verkauften; erlauben
werlaufen
^^^^^^^^^"|||
5316|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: glitt; klebt; klipp; clippt; gilbt; gibt; gilt; litt; glatt; liebt; blind; geübt; glich; klingt; klärt; Glied; Skript; gräbt; kippt; klagt
klipt
^^^^^"|||
5317|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: von; wohn; vom; vor; wo; Sohn; van; wohl; John; vorn; wohin; wohnt; wog; Lohn; wen; Mohn; wohne; Äon; hohn; wow
won
^^^"|||
5318|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: des; es; ins; dies; wies; Kies; Ries; lies; Eies; Fez; mies; wes; Fes; Heß; fies; iss; der; die; in; den
ies
^^^"|||
5319|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: war; nur; dar; gar; bar; nah; Zar; na; Bär; rar; wär; Aar; Bar; Mär; der; an; das; er; für; am
nar
^^^"|||
5320||||
5321|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Feind; Feinst; Feinde; Feinds; Meint; Feindet; Meinte; Fand; Saint; Findet; Feinden; Fein; Fagott; Feinen; Feindes; Pfand; Weint; Weinte; Flinte
Faindt
^^^^^^"|||
5322|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kling et; Klinker; Klingen; Klinke; Klingt; Klingel; Klingelt; Klinge; Klinkt; Klinken; Clinche; Clinchen; Clinchst; Blinker; Clinchte; Klischee; Ginget; Klanges; Klingst; Klinkern
Klinget
^^^^^^^"|||
5323|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kot; gut; Tod; bot; rot; tot; Boot; Roth; Iod; cool; kt; kost; Food; Jod; Lot; Mod; Not; Root; Rot; gor
kot
^^^"|||
5324|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fenster; Fenstern; Finster; Fender; Feister; Fensters; Pfänder; Meister; Länder; Veneter; Münster; Letzter; Sender; Fester; Fünfter; Bänder; Feder; Felder; Geister
Fensder
^^^^^^^"|||
5325|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Röcken; Rücken; Ricken; Recken; Rocken; Becken; Rucken; Decken; Dicken; Locken; Mögen; Bögen; Lücken; Ragen; Nacken; Regen; Wecken; Rückten; Pocken; Packen
Röken
^^^^^"|||
5326|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Liga; Löscht; Logo; Lösche; Loge; Toga; Logs; Yoga; Logt; Löge; Lochs; Lochst; Sogar; Logst; Lage; Höchst; Loch; Legt; Logik
Loscha
^^^^^^"|||
5327|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: in; ein; sie; sind; sein; hin; bin; min; sing; Ein; Gin; Pin; Yin; zig; die; den; im; ist; mit; von
sin
^^^"|||
5328|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Billigessen
Lidlikessen
^^^^^^^^^^^"|||
5329|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: des; ins; Kiez; Fez; wes; Diez; Fes; Heß; iss; der; die; in; den; im; ist; als; aus; das; dem; ein
iez
^^^"|||
5330|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: in; und; ist; sind; ins; Kind; Wind; Rind; find; lind; bind; im; mit; an; ein; eine; wird; hat; ihm; ihn
ind
^^^"|||
5331|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Stück; Steck; Stack; Steckt; Stick; Stecke; Stock; Stockt; Stuck; Stoß; Stücke; Stücks; Speck; Steg; Stoa; Stöcke; Smog; Stucks; Spick; Spuck
Stok
^^^^"|||
5332|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Möglich; König; Nötig; Falsch; Tödlich; Glich; Flach; Löslich; Rötlich; Fähig; Fluch; Jülich; Selig; Eilig; Höflich; Förmlich; Flick; Adlig; Hörig; Fröhlich
Fölich
^^^^^^"|||
5333|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Plötzlich; Löslich; Löblich; Bläulich; Plötzliche; Bloßlag; Blässlich; Börslich; Pilzlich
Plözlich
^^^^^^^^"|||
5334|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Je man; Jean; Jemand; Jemen; Man; Roman; Japan; Gemäß; Jeden; Jan; Getan; Jena; Heran; Juan; Jemals; Jenen; Dekan; Sean; Kämen; Dämon
Jeman
^^^^^"|||
5335|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gram; Spray; sprach; gerät; grau; sprang; Spree; sparsam; spart; Sprit; spare; Spam; Sperma; Sprach; Sprays; Spreu; Sprüh; garem; geraum
schbram
^^^^^^^"|||
5336|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Form; Norm; Korn; Vorm; Komm; Korb; Göre; Kork; Gor; Kord; Gort; Vom; Vor; Dort; Karl; Kam; Dorf; Km; Köln; Kommt
Korm
^^^^"|||
5337|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Verächter; Verdeckter; Gerügter; Verrückter; Berückter; Verdickter; Gerückter; Verübter; Gerüchte; Gerüchten; Verfügter; Verräter; Gedrückter; Verbockter; Verfickter; Gebückter; Verkackter; Gerückte; Verlockter; Gerückten
Ferügter
^^^^^^^^"|||
5338|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: auch; gut; ging; Buch; kg; Zug; jung; euch; Funk; Tuch; klug; such; gang; Aug; kund; Couch; buk; guck; Bug; Fug
gug
^^^"|||
5339||||
5340|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verschwanden; verschwinden; verschwunden; verschwenden; verschwänden; verschwindet; verschwindend; verschwundene; verschonen; verschwendet; verschwommen; verschworen; verschonten; vergolden; verschrotten; verschwinde; verschwende; Bergwinden; Bergwänden; Verschwenden
verschwonden
^^^^^^^^^^^^"|||
5341|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Knorrig; Traurig; Störrig; Trotzig; Drollig; Torreich
Trorrich
^^^^^^^^"|||
5342|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Blätter; Blättern; Bretter; Blättert; Blender; Platter; Glätter; Kletter; Glatter; Blättere; Klettern; Blattes; Blättre; Bläser; Bäder; Plätte; Kleider; Plätten; Klettert
Blädter
^^^^^^^"|||
5343|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Dorf; Traf; Kropf; Droht; Tropf; Drohe; Tropft; Drohn; Groß; Pro; Doof; Graf; Trog; Hof; Troff; Rot; Tropfe; Dom; Droh
Drof
^^^^"|||
5344|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gefunden; geführten; gekürten; gefoulten; gefugten; gefügten; gehörten; geworden; gebunden; befunden; geführte; kehrten; geformten; gefundene; gefärbten; gesunden; gefüllten; Geburten; geführter; geführtes
gefurten
^^^^^^^^"|||
5345|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ihr; ein; eine; einer; aber; mehr; Jahr; hier; ihm; ihn; ihre; sehr; vier; acht; Uhr; fuhr; wir; eins; mir; wahr
aihr
^^^^"|||
5346|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: fröhlich; völlig; farblich; fraglich; freilich; rötlich; verglich; erblich; fällig; förmlich; fröhliche; faulig; fraulich; förmig; füglich; füllig; gröblich; verblich; ärmlich; örtlich
vrölich
^^^^^^^"|||
5347|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gekommen; genommen; bekommen; gekommene; gekommenen; Bekommen; geglommen; geklommen; gekämmten
gekommmen
^^^^^^^^^"|||
5348|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wand; fand; Band; Land; van; Hand; Rand; wann; Kant; Sand; warnt; ward; wagt; wähnt; wart; wankt; wund; wägt; Tand; Wand
want
^^^^"|||
5349|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: den; von; van; fein; fern; gen; Ofen; wen; Yen; Öfen; säen; Ben; Gen; Ken; Ren; Säen; Zen; der; in; des
fen
^^^"|||
5350|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Telefoniert; Telewohnort; Telebonität; Telewohnorte; Telewohnwert; Telewohnidee
Telewoniret
^^^^^^^^^^^"|||
5351|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: drei; frei; Brei; Drei; Frei; bei; wie; waren; zwei; vier; sei; weil; wobei; viel; weit; wäre; Kreis; breit; freie; rein
wrei
^^^^"|||
5352|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kling es; Klinker; Klingen; Klanges; Klinge; Klinke; Klinken; Klingel; Clinches; Clinche; Clinchen; Flinkes; Klingens; Klinkers; Gingen; Kleines; Krieges; Langes; Gelingen; Kindes
Klinges
^^^^^^^"|||
5353||||
5354|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tust; duzt; düst; tut; wüst; Lust; fußt; just; tourt; Rust; büßt; tost; Wust; duze; duzte; döst; düse; düste; rußt; süßt
dust
^^^^"|||
5355||||
5356|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Brücken; drücken; rücken; Krücken; Drücken; glücken; kryogen; trekken; Brücke; gründen; grünen; trocken; Stücken; drucken; kranken; rückten; Lücken; Brocken; drückten; grüßen
grücken
^^^^^^^"|||
5357|"Offset 0, length 18, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
vermisstdenPlakate
^^^^^^^^^^^^^^^^^^"|||
5358|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nämlich; jährlich; heimlich; räumlich; unähnlich; nächtlich; dämlich; nervlich; neulich; nämliche; rühmlich; nebelig; sehnlich; ähnlich; ärmlich
nähmlich
^^^^^^^^"|||
5359|"Offset 0, length 13, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Telefonnummer; Telefonnummern
Tefefonnummer
^^^^^^^^^^^^^"|||
5360|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Bestimmt; Gestimmt; Besteht; Bestie; Bestand; Festigt; Besitzt; Bestien; Bestimmte; Bestritt; Festamt; Bestieg; Gestylt; Getimt; Besticht; Besteigt; Bestem; Bestickt; Bestimme; Bestürmt
Bestimt
^^^^^^^"|||
5361|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: je man; jemand; man; Roman; gemäß; jeden; Jean; getan; heran; jemals; jenen; Dekan; Sean; kämen; Dämon; Jemen; Kemal; Meran; Oman; Sedan
jeman
^^^^^"|||
5362|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: mi.; die; im; mit; ein; bis; sie; wie; man; hin; Amt; mm; nie; mal; wir; bin; mag; min; mir; ums; Eis
mi
^^"|||
5363||||
5364||||
5365|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: welche; Gelege; Beläge; welsche; belege; Belege; welches; belegte; welcher; wenige; belegt; gelegen; gelegt; welchem; belegen; welchen; Pflege; weiche; Beleg; gelegte
weleche
^^^^^^^"|||
5366|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: paar; bar; barg; Narr; bare; barer; park; war; Jahr; März; Karl; bald; dar; pro; wäre; Park; darf; gar; per
parr
^^^^"|||
5367|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Steckbriefe; Steckbrief; Steckbriefen; Steckbriefes; Steckbriefs; Stockbiene
Stekbirefe
^^^^^^^^^^"|||
5368|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: SE; der; den; des; ist; dem; zu; bei; es; sie; so; de; je; neu; sei; New; her; sah; per; sog
se
^^"|||
5369||||
5370|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kleiner; keiner; einer; seiner; keine; kleine; kleinen; keinen; kleinere; kleines; Trainer; keinem; reiner; Rainer; feiner; keines; kleinem; meiner; Heiner; Steiner
kaeiner
^^^^^^^"|||
5371|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: man; Dana; Jana; magna; Lana; Sana; an; kann; dann; fand; ganz; lang; Band; Land; van; Hans; Mann; San; mal; Anna
mana
^^^^"|||
5372|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Strecktriebe; Zurückberiefe; Streck-Briefe; Strick-Briefe; Streb-Briefe; Streik-Briefe; Streu-Briefe
StrekBriefe
^^^^^^^^^^^"|||
