id	misspelling	gold	suggestions	suggestions_withRank
9925	geresen	gefressen	[gewesen, gelesen, Gewesen]	{1.0=[gewesen, gelesen], 1.5=[Gewesen]}
9926	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9927	derek	Dreck	[deren, derer, Deren]	{1.0=[deren, derer], 1.5=[Deren]}
9928	wieda	wieder	[wider, winde, wilde, mied, wiege, wieso, wie, wird, wies, wieder, miede, wild, wiegt]	{2.0=[wider, winde, wilde, mied, wiege, wieso, wie, wird, wies, wieder, miede, wild, wiegt]}
9929	das	da	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
9930	aba	aber	[ab, Ab, Aha]	{1.0=[ab], 1.5=[Ab, Aha]}
9931	hate	hatte	[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]	{1.0=[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]}
9932	gemerckt	gemerkt	[gemerkt, gedeckt, geweckt, geleckt, gereckt, bemerkt]	{1.0=[gemerkt], 2.0=[gedeckt, geweckt, geleckt, gereckt, bemerkt]}
9933	Kegse	Kekse	[Kekse, Küsse, Legte, Kasse, Keks, Kessel, Krise, Krebse, Kreise, Ferse, Lese, Legst, Lege, Rege, Regne, Leise, Weges, Kerle, Keule, Wege, Kurse, Segne, Käse, Meise, esse, Kerze, Wegs, Weise, Keine, Keksen, Kehle, Kette, Kelle, Reise, Kenne, Verse, Kerne]	{1.0=[Kekse], 2.0=[Küsse, Legte, Kasse, Keks, Kessel, Krise, Krebse, Kreise, Ferse, Lese, Legst, Lege, Rege, Regne, Leise, Weges, Kerle, Keule, Wege, Kurse, Segne, Käse, Meise, esse, Kerze, Wegs, Weise, Keine, Keksen, Kehle, Kette, Kelle, Reise, Kenne, Verse, Kerne]}
9934	wieda	wieder	[wider, winde, wilde, mied, wiege, wieso, wie, wird, wies, wieder, miede, wild, wiegt]	{2.0=[wider, winde, wilde, mied, wiege, wieso, wie, wird, wies, wieder, miede, wild, wiegt]}
9935	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9936	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9937	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9938	facht	wacht	[sacht, acht, lacht, macht, nacht, faucht, wacht]	{1.0=[sacht, acht, lacht, macht, nacht, faucht, wacht]}
9939	dar	da	[dar, der, daß, das, gar, war, dir, da, darf]	{0.0=[dar], 1.0=[der, daß, das, gar, war, dir, da, darf]}
9940	kukt	kuckt	[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]	{2.0=[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]}
9941	stausauger	Staubsauger	[Staubsauger, Staubsaugers, staubiger]	{1.5=[Staubsauger], 2.5=[Staubsaugers], 3.0=[staubiger]}
9942	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9943	nimt	nimmt	[nimmt, nimm, Nimmt, Zimt, Nimm]	{1.0=[nimmt, nimm], 1.5=[Nimmt, Zimt, Nimm]}
9944	stausauger	Staubsauger	[Staubsauger, Staubsaugers, staubiger]	{1.5=[Staubsauger], 2.5=[Staubsaugers], 3.0=[staubiger]}
9945	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9946	wegschmaisen	wegschmeißen	[wegschieben, wegschicken, geschmissen, wegschickten]	{4.0=[wegschieben, wegschicken, geschmissen, wegschickten]}
9947	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9948	kaput	kaputt	[kaut, kaputt, Kaputt]	{1.0=[kaut, kaputt], 1.5=[Kaputt]}
9949	gemach	gemacht	[Gemach, gemacht, Gemacht]	{0.5=[Gemach], 1.0=[gemacht], 1.5=[Gemacht]}
9950	kugte	kuckte	[äugte, lugte, wogte, kaute, jagte, kluge, hupte, knete, lugt, beugte, huste, sagte, knote, ruhte, klagte, taugte, mußte, dufte, hegte, fügte, äugten, luge, kalte, äugt, koste, sägte, saugte, wägte, legte, puste, küßte, kurze, gute, regte, lugten, wagte, fegte, wußte, bunte, kaufte, ragte, nagte]	{1.0=[äugte, lugte], 2.0=[wogte, kaute, jagte, kluge, hupte, knete, lugt, beugte, huste, sagte, knote, ruhte, klagte, taugte, mußte, dufte, hegte, fügte, äugten, luge, kalte, äugt, koste, sägte, saugte, wägte, legte, puste, küßte, kurze, gute, regte, lugten, wagte, fegte, wußte, bunte, kaufte, ragte, nagte]}
9951	sahr	sah	[wahr, sehr, fahr, sah, saht]	{1.0=[wahr, sehr, fahr, sah, saht]}
9952	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
9953	in	ihn	[in, In, im, IN, Bin, bin, i, is, Ein, ein, Hin, hin, an, ihn, ins, iß]	{0.0=[in], 0.5=[In], 1.0=[im, IN, Bin, bin, i, is, Ein, ein, Hin, hin, an, ihn, ins, iß]}
9954	öffnette	öffnete	[öffnete, Öffnete, öffnet, öffnest, öffneten]	{1.0=[öffnete], 1.5=[Öffnete], 2.0=[öffnet, öffnest, öffneten]}
9955	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
9956	in	ihn	[in, In, im, IN, Bin, bin, i, is, Ein, ein, Hin, hin, an, ihn, ins, iß]	{0.0=[in], 0.5=[In], 1.0=[im, IN, Bin, bin, i, is, Ein, ein, Hin, hin, an, ihn, ins, iß]}
9957	wass	was	[nass, dass, fass, pass, lass, was]	{1.0=[nass, dass, fass, pass, lass, was]}
9958	geffallen	gefallen	[gefallen, Gefallen, gefallene, verfallen, befallen, zerfallen, gefalle, auffallen]	{1.0=[gefallen], 1.5=[Gefallen], 2.0=[gefallene, verfallen, befallen, zerfallen, gefalle, auffallen]}
9959	jetz	jetzt	[hetz, jetzt, setz]	{1.0=[hetz, jetzt, setz]}
9960	forne	vorne	[vorne, ferne, Vorne, Ferne, Farne, Zorne, Forme]	{1.0=[vorne, ferne], 1.5=[Vorne, Ferne, Farne, Zorne, Forme]}
9961	wonung	Wohnung	[Wohnung, Warnung, Wendung, Ahnung]	{1.5=[Wohnung], 2.5=[Warnung, Wendung, Ahnung]}
9962	hu	zu	[tu, du, Uhu, uhu, zu, hau]	{1.0=[tu, du, Uhu, uhu, zu, hau]}
9963	kukt	kuckt	[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]	{2.0=[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]}
9964	augr	Auge	[Auge, lugt, Mauer, taugt, sauge, Dauer, nur, Saugt, pur, arger, luge, tauge, zur, sauer, saugt, äugt, außer, arg, arge, aber, quer, rauer, fuhr, aufs, Bauer, Lauer, euer, auf, auch, Taugt, aus]	{1.5=[Auge], 2.0=[lugt, Mauer, taugt, sauge, Dauer, nur, Saugt, pur, arger, luge, tauge, zur, sauer, saugt, äugt, außer, arg, arge, aber, quer, rauer, fuhr, aufs, Bauer, Lauer, euer, auf, auch, Taugt, aus]}
9965	isr	ist	[ihr, irr, iss, is, ist]	{1.0=[ihr, irr, iss, is, ist]}
9966	zitzt	sitzt	[ritzt, sitzt, Sitzt]	{1.0=[ritzt, sitzt], 1.5=[Sitzt]}
9967	Eke	Ecke	[Ehe, Ecke, Ekel]	{1.0=[Ehe, Ecke, Ekel]}
9968	kukt	kuckt	[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]	{2.0=[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]}
9969	ausfersehen	ausversehen	[ausgesehen, auszusehen, aufsehen, ausgeliehen, aufdrehen, aufzusehen, aussehen, aufgesehen]	{2.0=[ausgesehen], 3.0=[auszusehen, aufsehen, ausgeliehen, aufdrehen, aufzusehen, aussehen, aufgesehen]}
9970	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9971	mm	hm	[im, um, cm, am, m]	{1.0=[im, um, cm, am, m]}
9972	herraus	heraus	[heraus, Heraus, herauf]	{1.0=[heraus], 1.5=[Heraus], 2.0=[herauf]}
9973	benk	denk	[denk, lenk, Lenk, Bank, Denk]	{1.0=[denk, lenk], 1.5=[Lenk, Bank, Denk]}
9974	wen	wenn	[wen, Wen, gen, wein, wer, weg, wenn, weh, den, wem]	{0.0=[wen], 0.5=[Wen], 1.0=[gen, wein, wer, weg, wenn, weh, den, wem]}
9975	wetig	fertig	[wenig, Wenig, stetig, wein, weil, steig, fettig, wette, fertig, Zweig, artig, tätig, weit, weite, zeig, feig, weiß, wenige, nötig, witzig, weg, zeitig, mutig, selig, heftig, ewig]	{1.0=[wenig], 1.5=[Wenig], 2.0=[stetig, wein, weil, steig, fettig, wette, fertig, Zweig, artig, tätig, weit, weite, zeig, feig, weiß, wenige, nötig, witzig, weg, zeitig, mutig, selig, heftig, ewig]}
9976	herraus	heraus	[heraus, Heraus, herauf]	{1.0=[heraus], 1.5=[Heraus], 2.0=[herauf]}
9977	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9978	englich	endlich	[endlich, englisch, Englisch, Endlich]	{1.0=[endlich, englisch], 1.5=[Englisch, Endlich]}
9979	hauhau	wauwau	[hauche, abhaut, hauen, hauset, uhu, hauten, anhat, hausen, haus, hauchen, haut, hause, haute, hauste, schau, abhaue, haucht, sauna, haue, hauend, haust, hau, aufaß, hauchte]	{3.0=[hauche, abhaut, hauen, hauset, uhu, hauten, anhat, hausen, haus, hauchen, haut, hause, haute, hauste, schau, abhaue, haucht, sauna, haue, hauend, haust, hau, aufaß, hauchte]}
9980	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9981	sags	sagst	[sagst, sag, sage, sagt, tags]	{1.0=[sagst, sag, sage, sagt, tags]}
9982	tu	du	[tu, Tu, du, tut, tue, zu, tun]	{0.0=[tu], 0.5=[Tu], 1.0=[du, tut, tue, zu, tun]}
9983	den	denn	[den, Den, der, denk, gen, wen, des, Öden, öden, dein, dem, denn]	{0.0=[den], 0.5=[Den], 1.0=[der, denk, gen, wen, des, Öden, öden, dein, dem, denn]}
9984	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9985	hauhau	wauwau	[hauche, abhaut, hauen, hauset, uhu, hauten, anhat, hausen, haus, hauchen, haut, hause, haute, hauste, schau, abhaue, haucht, sauna, haue, hauend, haust, hau, aufaß, hauchte]	{3.0=[hauche, abhaut, hauen, hauset, uhu, hauten, anhat, hausen, haus, hauchen, haut, hause, haute, hauste, schau, abhaue, haucht, sauna, haue, hauend, haust, hau, aufaß, hauchte]}
9986	maht	macht	[macht, mäht, matt, mahnt, naht, müht, malt, saht]	{1.0=[macht, mäht, matt, mahnt, naht, müht, malt, saht]}
9987	hausabeit	Hausarbeit	[Hausarbeit, hauset, Hausarrest, Hausarbeiten]	{1.5=[Hausarbeit], 3.0=[hauset], 3.5=[Hausarrest, Hausarbeiten]}
9988	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9989	wekselt	wechselt	[winselt, fesselt, wedelt, wechselt, wuselt]	{2.0=[winselt, fesselt, wedelt, wechselt, wuselt]}
9990	Staubsagerbeutel	Staubsaugerbeutel	[Staubsaugers, Staubsauger, ausgebreitet, Hausarbeiten]	{7.0=[Staubsaugers, Staubsauger, ausgebreitet, Hausarbeiten]}
9991	set	sieht	[sät, sei, seh, seit, seht, setz]	{1.0=[sät, sei, seh, seit, seht, setz]}
9992	gans	ganz	[Gans, ganz, ans]	{0.5=[Gans], 1.0=[ganz, ans]}
9993	schmuzik	schmutzig	[schmutzig, Schmutzig, Schmuck]	{2.0=[schmutzig], 2.5=[Schmutzig, Schmuck]}
9994	foll	voll	[doll, fall, roll, soll, toll, voll]	{1.0=[doll, fall, roll, soll, toll, voll]}
9995	komt	kommt	[komm, kommt, kamt]	{1.0=[komm, kommt, kamt]}
9996	hauhauhau	wauwauwau	[Ausschau, Nachschau, Heuhaufen]	{4.5=[Ausschau, Nachschau, Heuhaufen]}
9997	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
9998	kukt	kuckt	[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]	{2.0=[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]}
9999	get	geht	[gebt, gen, geb, gut, geht, geh]	{1.0=[gebt, gen, geb, gut, geht, geh]}
10000	bestumt	bestimmt	[gesäumt, bestimmt, bestaunt, besteht, bestem]	{2.0=[gesäumt, bestimmt, bestaunt, besteht, bestem]}
10001	we	weh	[wen, wie, e, wer, ne, wo, weg, je, weh, wem]	{1.0=[wen, wie, e, wer, ne, wo, weg, je, weh, wem]}
10002	get	geht	[gebt, gen, geb, gut, geht, geh]	{1.0=[gebt, gen, geb, gut, geht, geh]}
10003	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10004	erwicht	erwischt	[erwacht, erpicht, erwischt, erweicht]	{1.0=[erwacht, erpicht, erwischt, erweicht]}
10005	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10006	eruicht	erwischt	[erpicht, erwacht, gereicht, erreicht, erwischt, Gericht, errichte, reicht, erzieht, erlischt, bricht, Bericht, erweicht]	{1.0=[erpicht], 2.0=[erwacht, gereicht, erreicht, erwischt, Gericht, errichte, reicht, erzieht, erlischt, bricht, Bericht, erweicht]}
10007	halzbant	Halsband	[Holzbank, Halsband, haltbar, halben, halblaut]	{2.5=[Holzbank, Halsband], 3.0=[haltbar, halben, halblaut]}
10008	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10009	Staubsaugerbeuter	Staubsaugerbeutel	[Staubsaugers, Staubsauger, Bauarbeiter, ausgebreitet, aufgeregter, Hausarbeiten]	{6.0=[Staubsaugers, Staubsauger], 8.0=[Bauarbeiter, ausgebreitet, aufgeregter, Hausarbeiten]}
10010	genomen	genommen	[genommen, benommen, geboren, gewogen, geboten, geloben, gelogen, gehoben, gebogen, gesogen, enormen, genügen, genauen, gezogen, genossen, gekommen]	{1.0=[genommen], 2.0=[benommen, geboren, gewogen, geboten, geloben, gelogen, gehoben, gebogen, gesogen, enormen, genügen, genauen, gezogen, genossen, gekommen]}
10011	erwist	erwischt	[erweist, kreist, erst, reist, erwisch, erriet, ernst, vereist, gereist, dreist, erlöst, ergibst, erwischt, ergibt, erbst, erbost, erlitt, erwirbt, erwies, erweise, verweist, verwaist]	{1.0=[erweist], 2.0=[kreist, erst, reist, erwisch, erriet, ernst, vereist, gereist, dreist, erlöst, ergibst, erwischt, ergibt, erbst, erbost, erlitt, erwirbt, erwies, erweise, verweist, verwaist]}
10012	voten	Pfoten	[toten, boten, roten]	{1.0=[toten, boten, roten]}
10013	kralen	Krallen	[kramen, kraulen, krallen]	{1.0=[kramen, kraulen, krallen]}
10014	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10015	ales	alles	[Tales, alles, als, altes]	{1.0=[Tales, alles, als, altes]}
10016	geblatzt	geplatzt	[geblitzt, geplatzt, geblutet, geglotzt, geflitzt, gekratzt]	{1.0=[geblitzt, geplatzt], 2.0=[geblutet, geglotzt, geflitzt, gekratzt]}
10017	zmutzig	schmutzig	[mutig, stutzig, Mutig]	{2.0=[mutig, stutzig], 2.5=[Mutig]}
10018	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10019	gezakt	gesagt	[gezankt, gehakt, gepaßt, gequakt, gejagt, gerast, gehabt, gezückt, gezahlt, gefaßt, gepackt, exakt, gesagt, gedankt, gekaut, gehackt, gewankt, gezuckt, genagt, gebaut, gewagt, gesackt, gezackte, gemalt, geparkt]	{1.0=[gezankt, gehakt], 2.0=[gepaßt, gequakt, gejagt, gerast, gehabt, gezückt, gezahlt, gefaßt, gepackt, exakt, gesagt, gedankt, gekaut, gehackt, gewankt, gezuckt, genagt, gebaut, gewagt, gesackt, gezackte, gemalt, geparkt]}
10020	got	Gott	[not, goß, bot, rot, gut, tot, gott]	{1.0=[not, goß, bot, rot, gut, tot, gott]}
10021	is	ist	[is, im, in, iss, i, Ais, ist, Bis, bis, es, Eis, ins, s, iß]	{0.0=[is], 1.0=[im, in, iss, i, Ais, ist, Bis, bis, es, Eis, ins, s, iß]}
10022	ten	denn	[gen, wen, den, tun]	{1.0=[gen, wen, den, tun]}
10023	hir	hier	[wir, ihr, her, hör, mir, dir, hin, hier]	{1.0=[wir, ihr, her, hör, mir, dir, hin, hier]}
10024	basirt	passiert	[Bart, besagt, kariert, bannt, faire, fair, kauert, begibt, massiert, zart, briet, absurd, bat, damit, beriet, beeilt, besiegt, abwirft, barg, wahrt, breit, bleibt, hasst, lastet, bahnt, bastle, lauert, badest, bösere, bessert, bohrt, besorgt, last, kapiert, balgt, hast, birgt, baut, fasst, besitzt, besieht, besinnt, wascht, wart, bauscht, dasitzt, tastet, fahrt, beritt, bist, lagert, ballt, bewirf, backst, pariert, hart, hastet, nascht, abgibt, besorg, böser, passt, bewirkt, blamiert, lasst, rast, baust, badet, absieht, bugsiert, rastet, passiert, beißt, blast, bewirft, fast, bewirbt, dauert, bastelt, backt]	{2.5=[Bart], 3.0=[besagt, kariert, bannt, faire, fair, kauert, begibt, massiert, zart, briet, absurd, bat, damit, beriet, beeilt, besiegt, abwirft, barg, wahrt, breit, bleibt, hasst, lastet, bahnt, bastle, lauert, badest, bösere, bessert, bohrt, besorgt, last, kapiert, balgt, hast, birgt, baut, fasst, besitzt, besieht, besinnt, wascht, wart, bauscht, dasitzt, tastet, fahrt, beritt, bist, lagert, ballt, bewirf, backst, pariert, hart, hastet, nascht, abgibt, besorg, böser, passt, bewirkt, blamiert, lasst, rast, baust, badet, absieht, bugsiert, rastet, passiert, beißt, blast, bewirft, fast, bewirbt, dauert, bastelt, backt]}
10025	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10026	erzelt	erzählt	[purzelt, erlegt, erhält, ergeht, erzählt, erlebt, erhebt, erholt, erhellt, ergebt, erzeugt, erneut, regelt, erzieht, erhielt, erregt, erteilt]	{2.0=[purzelt, erlegt, erhält, ergeht, erzählt, erlebt, erhebt, erholt, erhellt, ergebt, erzeugt, erneut, regelt, erzieht, erhielt, erregt, erteilt]}
10027	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
10028	End	Ende	[Und, Ende, Eng]	{1.0=[Und, Ende, Eng]}
10029	staupt	staubt	[staunt, stülpt, staune, taugt, staunte, statt, saust, stupst, stoppt, stapft, staunst, saugt, tappt, starrt, stammt, stampft, stups]	{1.0=[staunt], 2.0=[stülpt, staune, taugt, staunte, statt, saust, stupst, stoppt, stapft, staunst, saugt, tappt, starrt, stammt, stampft, stups]}
10030	Staupsauger	Staubsauger	[Staubsauger, Staubsaugers, Staubiger]	{1.0=[Staubsauger], 2.0=[Staubsaugers], 4.0=[Staubiger]}
10031	krack	Krach	[krach, krank, Wrack, Krank, Knack, Frack, Krach, Klack]	{1.0=[krach, krank], 1.5=[Wrack, Krank, Knack, Frack, Krach, Klack]}
10032	mer	mehr	[der, mehr, merk, her, wer, mir, per, er]	{1.0=[der, mehr, merk, her, wer, mir, per, er]}
10033	Das	dass	[Das, das, Dös, Daß, Des, Dad, DAS, Gas, Was, Dads, Da, Dass]	{0.0=[Das], 0.5=[das], 1.0=[Dös, Daß, Des, Dad, DAS, Gas, Was, Dads, Da, Dass]}
10034	Hundekeckse	Hundekekse	[Hundekuchen, Hundeleine, Handgelenks, Hundes, Handgelenke, Hunderte, Hundegebell, Fundstücke, Hundehütte, Hindernisse, Hundemüde, ungerechte]	{4.0=[Hundekuchen, Hundeleine], 5.0=[Handgelenks, Hundes, Handgelenke, Hunderte, Hundegebell, Fundstücke, Hundehütte, Hindernisse, Hundemüde, ungerechte]}
10035	einStaupt	einstaubt	[einbaut, einkauft, einstellt, erstaunt, einsteigt, einstürzt, einsteckt]	{3.0=[einbaut, einkauft], 3.5=[einstellt, erstaunt, einsteigt, einstürzt, einsteckt]}
10036	waselt	wechselt	[wuselt, hagelt, winselt, welt, watet, wuseln, nagelt, rasselt, wackelt, tadelt, wallt, radelt, wedelt, wascht, wuselte, bastelt]	{1.0=[wuselt], 2.0=[hagelt, winselt, welt, watet, wuseln, nagelt, rasselt, wackelt, tadelt, wallt, radelt, wedelt, wascht, wuselte, bastelt]}
10037	Staupbeutel	Staubbeutel	[stapelte, stapelten, Teebeutel]	{4.5=[stapelte, stapelten, Teebeutel]}
10038	last	lasst	[last, Last, lasst, rast, laut, lass, lest, hast, lagst, blast, lagt, laste, fast, laßt, löst, las]	{0.0=[last], 0.5=[Last], 1.0=[lasst, rast, laut, lass, lest, hast, lagst, blast, lagt, laste, fast, laßt, löst, las]}
10039	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
10040	Mull'secke	Müllsäcke	[Müllsäcke, Wolldecke, Müllsack, Müllsäcken, Mehlsäcke]	{3.0=[Müllsäcke], 4.0=[Wolldecke, Müllsack, Müllsäcken, Mehlsäcke]}
10041	taucht	tauscht	[taucht, Taucht, haucht, tauchte, tauchst, tauche, tauscht, tauch, faucht, raucht]	{0.0=[taucht], 0.5=[Taucht], 1.0=[haucht, tauchte, tauchst, tauche, tauscht, tauch, faucht, raucht]}
10042	stauptsack	Staubsack	[Stadtpark, Hauptsache, staunten, austrank, lautstark, stupsen, staunte, stupsten, stattlich, stupst, stupste, staunst, staunt, stattfand, stupse, stups]	{4.5=[Stadtpark, Hauptsache], 5.0=[staunten, austrank, lautstark, stupsen, staunte, stupsten, stattlich, stupst, stupste, staunst, staunt, stattfand, stupse, stups]}
10043	stausack	Staubsack	[Tausch, staune, staunte, sparsam, steck, grausame, saust, tausche, staksten, staunen, stach, tausend, stakste, stark, staunt, sauste, sparsame, stank, grausam, sauna, staksen, tauch, sausen, staunten, staubige, staunend, staubig, sausten, spuck, streck, auspacke, staunst, Austausch, sause, tauscht, auspackt, stak]	{3.5=[Tausch], 4.0=[staune, staunte, sparsam, steck, grausame, saust, tausche, staksten, staunen, stach, tausend, stakste, stark, staunt, sauste, sparsame, stank, grausam, sauna, staksen, tauch, sausen, staunten, staubige, staunend, staubig, sausten, spuck, streck, auspacke, staunst, Austausch, sause, tauscht, auspackt, stak]}
10044	erschrekt	erschreckt	[erschrakt, erschreckt, Erschreckt]	{1.0=[erschrakt, erschreckt], 1.5=[Erschreckt]}
10045	lert	leert	[lehrt, legt, lern, wert, lest, lebt, lernt, leert]	{1.0=[lehrt, legt, lern, wert, lest, lebt, lernt, leert]}
10046	belt	bellt	[welt, bellt, bebt, beet]	{1.0=[welt, bellt, bebt, beet]}
10047	belte	bellte	[bebte, gelte, beste, belle, bellte, bete]	{1.0=[bebte, gelte, beste, belle, bellte, bete]}
