chunk|candidate|err_idx|num_chunk_build
und Dodo Eint bei ner|Eint|6330|1067
und Dodo Sinn bei ner|Sinn|6330|1067
und Dodo Sind bei ner|Sind|6330|1067
und Dodo Sinnt bei ner|Sinnt|6330|1067
und Dodo Singt bei ner|Singt|6330|1067
und Dodo Sinkt bei ner|Sinkt|6330|1067
und Dodo Sing bei ner|Sing|6330|1067
Sint bei er eistile ,|er|6332|1068
Sint bei der eistile ,|der|6332|1068
Sint bei neu eistile ,|neu|6332|1068
Sint bei nur eistile ,|nur|6332|1068
Sint bei per eistile ,|per|6332|1068
Sint bei her eistile ,|her|6332|1068
Sint bei wer eistile ,|wer|6332|1068
bei ner Beistile , Dodo|Beistile|6333|1069
bei ner leiste , Dodo|leiste|6333|1069
bei ner stille , Dodo|stille|6333|1069
, Dodo lebt der eisman|lebt|6336|1070
, Dodo bellt der eisman|bellt|6336|1070
, Dodo bebt der eisman|bebt|6336|1070
, Dodo Welt der eisman|Welt|6336|1070
, Dodo Zelt der eisman|Zelt|6336|1070
, Dodo hebelt der eisman|hebelt|6336|1070
, Dodo bettelt der eisman|bettelt|6336|1070
belt der weismachen gipt Lea|weismachen|6338|1071
der eisman gilt Lea und|gilt|6339|1072
der eisman gibt Lea und|gibt|6339|1072
der eisman getippt Lea und|getippt|6339|1072
und eins tropft Dodo fengt|tropft|6354|1073
und eins trogt Dodo fengt|trogt|6354|1073
tropt Dodo fegt den toroPfen|fegt|6356|1074
tropt Dodo engt den toroPfen|engt|6356|1074
tropt Dodo sengt den toroPfen|sengt|6356|1074
tropt Dodo fingt den toroPfen|fingt|6356|1074
tropt Dodo fangt den toroPfen|fangt|6356|1074
tropt Dodo mengt den toroPfen|mengt|6356|1074
tropt Dodo fängt den toroPfen|fängt|6356|1074
fengt den tropfen . Lea|tropfen|6358|1075
fengt den Tropfen . Lea|Tropfen|6358|1075
fengt den Stopfen . Lea|Stopfen|6358|1075
fengt den stopfen . Lea|stopfen|6358|1075
über Dodo gestolpert und das|gestolpert|6364|1076
über Dodo gescheppert und das|gescheppert|6364|1076
über Dodo geschlottert und das|geschlottert|6364|1076
über Dodo gestochert und das|gestochert|6364|1076
ist auf ein beden .|ein|6370|1077
ist auf den beden .|den|6370|1077
ist auf eng beden .|eng|6370|1077
ist auf gen beden .|gen|6370|1077
ist auf wen beden .|wen|6370|1077
ist auf Ren beden .|Ren|6370|1077
ist auf Gen beden .|Gen|6370|1077
ist auf Ben beden .|Ben|6370|1077
ist auf Yen beden .|Yen|6370|1077
ist auf es beden .|es|6370|1077
ist auf in beden .|in|6370|1077
ist auf an beden .|an|6370|1077
ist auf er beden .|er|6370|1077
ist auf et beden .|et|6370|1077
ist auf eo beden .|eo|6370|1077
auf en beten . Lea|beten|6371|1078
auf en bedien . Lea|bedien|6371|1078
auf en beiden . Lea|beiden|6371|1078
auf en jeden . Lea|jeden|6371|1078
auf en baden . Lea|baden|6371|1078
auf en reden . Lea|reden|6371|1078
auf en beben . Lea|beben|6371|1078
auf en Reden . Lea|Reden|6371|1078
auf en -eden . Lea|-eden|6371|1078
und es einberufe und Dodo|einberufe|6377|1079
und Lea freut sich .|freut|6392|1080
und Lea frort sich .|frort|6392|1080
mit Dodo welk .|welk|6401|1081
mit Dodo wen .|wen|6401|1081
mit Dodo wer .|wer|6401|1081
mit Dodo weg .|weg|6401|1081
mit Dodo wem .|wem|6401|1081
mit Dodo weh .|weh|6401|1081
mit Dodo web .|web|6401|1081
haben sich bete ein Eis|bete|6408|1082
haben sich beide ein Eis|beide|6408|1082
haben sich jede ein Eis|jede|6408|1082
haben sich bade ein Eis|bade|6408|1082
haben sich rede ein Eis|rede|6408|1082
haben sich bebe ein Eis|bebe|6408|1082
haben sich Rede ein Eis|Rede|6408|1082
ein Eis gekauft dan gehen|gekauft|6411|1083
ein Eis aufgedeckt dan gehen|aufgedeckt|6411|1083
ein Eis aufgereckt dan gehen|aufgereckt|6411|1083
ein Eis aufgeweckt dan gehen|aufgeweckt|6411|1083
Eis geckauft da gehen sie|da|6412|1084
Eis geckauft an gehen sie|an|6412|1084
Eis geckauft dann gehen sie|dann|6412|1084
Eis geckauft dran gehen sie|dran|6412|1084
Eis geckauft dank gehen sie|dank|6412|1084
Eis geckauft den gehen sie|den|6412|1084
Eis geckauft das gehen sie|das|6412|1084
Eis geckauft dar gehen sie|dar|6412|1084
Eis geckauft ran gehen sie|ran|6412|1084
Eis geckauft man gehen sie|man|6412|1084
Eis geckauft van gehen sie|van|6412|1084
Eis geckauft San gehen sie|San|6412|1084
Eis geckauft Jan gehen sie|Jan|6412|1084
Eis geckauft Pan gehen sie|Pan|6412|1084
Eis geckauft Fan gehen sie|Fan|6412|1084
gehen sie da tropft Leas|da|6415|1085
gehen sie an tropft Leas|an|6415|1085
gehen sie dann tropft Leas|dann|6415|1085
gehen sie dran tropft Leas|dran|6415|1085
gehen sie dank tropft Leas|dank|6415|1085
gehen sie den tropft Leas|den|6415|1085
gehen sie das tropft Leas|das|6415|1085
gehen sie dar tropft Leas|dar|6415|1085
gehen sie ran tropft Leas|ran|6415|1085
gehen sie man tropft Leas|man|6415|1085
gehen sie van tropft Leas|van|6415|1085
gehen sie San tropft Leas|San|6415|1085
gehen sie Jan tropft Leas|Jan|6415|1085
gehen sie Pan tropft Leas|Pan|6415|1085
gehen sie Fan tropft Leas|Fan|6415|1085
Eis ab da ist Lea|da|6425|1086
Eis ab an ist Lea|an|6425|1086
Eis ab dann ist Lea|dann|6425|1086
Eis ab dran ist Lea|dran|6425|1086
Eis ab dank ist Lea|dank|6425|1086
Eis ab den ist Lea|den|6425|1086
Eis ab das ist Lea|das|6425|1086
Eis ab dar ist Lea|dar|6425|1086
Eis ab ran ist Lea|ran|6425|1086
Eis ab man ist Lea|man|6425|1086
Eis ab van ist Lea|van|6425|1086
Eis ab San ist Lea|San|6425|1086
Eis ab Jan ist Lea|Jan|6425|1086
Eis ab Pan ist Lea|Pan|6425|1086
Eis ab Fan ist Lea|Fan|6425|1086
ist Lea hingefallen bei Dodo|hingefallen|6428|1087
ist Lea hineingefallen bei Dodo|hineingefallen|6428|1087
ist Lea eingefallen bei Dodo|eingefallen|6428|1087
ist Lea hingehalten bei Dodo|hingehalten|6428|1087
ist Lea hineinfallen bei Dodo|hineinfallen|6428|1087
bei Dodo irr ein bein|irr|6431|1088
bei Dodo dir ein bein|dir|6431|1088
bei Dodo mir ein bein|mir|6431|1088
bei Dodo ihr ein bein|ihr|6431|1088
bei Dodo wir ein bein|wir|6431|1088
bei Dodo Sir ein bein|Sir|6431|1088
bei Dodo Kir ein bein|Kir|6431|1088
bei Dodo er ein bein|er|6431|1088
bei Dodo in ein bein|in|6431|1088
bei Dodo im ein bein|im|6431|1088
bei Dodo Ar ein bein|Ar|6431|1088
bei Dodo Mr ein bein|Mr|6431|1088
bei Dodo Fr ein bein|Fr|6431|1088
bei Dodo IRQ ein bein|IRQ|6431|1088
ein bein gelichtet hat dan|gelichtet|6434|1089
gechteld hat da kam Larr|da|6436|1090
gechteld hat an kam Larr|an|6436|1090
gechteld hat dann kam Larr|dann|6436|1090
gechteld hat dran kam Larr|dran|6436|1090
gechteld hat dank kam Larr|dank|6436|1090
gechteld hat den kam Larr|den|6436|1090
gechteld hat das kam Larr|das|6436|1090
gechteld hat dar kam Larr|dar|6436|1090
gechteld hat ran kam Larr|ran|6436|1090
gechteld hat man kam Larr|man|6436|1090
gechteld hat van kam Larr|van|6436|1090
gechteld hat San kam Larr|San|6436|1090
gechteld hat Jan kam Larr|Jan|6436|1090
gechteld hat Pan kam Larr|Pan|6436|1090
gechteld hat Fan kam Larr|Fan|6436|1090
Larr und tröte Lea und|tröte|6440|1091
Larr und tönte Lea und|tönte|6440|1091
Larr und tröten Lea und|tröten|6440|1091
Larr und tröste Lea und|tröste|6440|1091
Larr und frönte Lea und|frönte|6440|1091
Larr und krönte Lea und|krönte|6440|1091
Larr und tränte Lea und|tränte|6440|1091
Larr und röntgte Lea und|röntgte|6440|1091
Leas Eis von boden dan|von|6447|1092
Leas Eis Ion boden dan|Ion|6447|1092
Leas Eis Ton boden dan|Ton|6447|1092
Leas Eis Don boden dan|Don|6447|1092
Leas Eis Bon boden dan|Bon|6447|1092
Leas Eis Xon boden dan|Xon|6447|1092
Leas Eis Äon boden dan|Äon|6447|1092
fon boden da hat Larr|da|6449|1093
fon boden an hat Larr|an|6449|1093
fon boden dann hat Larr|dann|6449|1093
fon boden dran hat Larr|dran|6449|1093
fon boden dank hat Larr|dank|6449|1093
fon boden den hat Larr|den|6449|1093
fon boden das hat Larr|das|6449|1093
fon boden dar hat Larr|dar|6449|1093
fon boden ran hat Larr|ran|6449|1093
fon boden man hat Larr|man|6449|1093
fon boden van hat Larr|van|6449|1093
fon boden San hat Larr|San|6449|1093
fon boden Jan hat Larr|Jan|6449|1093
fon boden Pan hat Larr|Pan|6449|1093
fon boden Fan hat Larr|Fan|6449|1093
eine kugel erdreiste gegeben dan|erdreiste|6454|1094
eine kugel bereise gegeben dan|bereise|6454|1094
eine kugel Reiberei gegeben dan|Reiberei|6454|1094
erdberEis gegeben da gehen sie|da|6456|1095
erdberEis gegeben an gehen sie|an|6456|1095
erdberEis gegeben dann gehen sie|dann|6456|1095
erdberEis gegeben dran gehen sie|dran|6456|1095
erdberEis gegeben dank gehen sie|dank|6456|1095
erdberEis gegeben den gehen sie|den|6456|1095
erdberEis gegeben das gehen sie|das|6456|1095
erdberEis gegeben dar gehen sie|dar|6456|1095
erdberEis gegeben ran gehen sie|ran|6456|1095
erdberEis gegeben man gehen sie|man|6456|1095
erdberEis gegeben van gehen sie|van|6456|1095
erdberEis gegeben San gehen sie|San|6456|1095
erdberEis gegeben Jan gehen sie|Jan|6456|1095
erdberEis gegeben Pan gehen sie|Pan|6456|1095
erdberEis gegeben Fan gehen sie|Fan|6456|1095
das eis von boden|von|6467|1096
das eis Ion boden|Ion|6467|1096
das eis Ton boden|Ton|6467|1096
das eis Don boden|Don|6467|1096
das eis Bon boden|Bon|6467|1096
das eis Xon boden|Xon|6467|1096
das eis Äon boden|Äon|6467|1096
und ein Männchen . Das|Männchen|6476|1097
und ein Märchen . Das|Märchen|6476|1097
und ein Mädchen . Das|Mädchen|6476|1097
und ein München . Das|München|6476|1097
und ein Mönchen . Das|Mönchen|6476|1097
und ein Manchen . Das|Manchen|6476|1097
und ein Mähen . Das|Mähen|6476|1097
. Das Männchen haeit Lea|Männchen|6479|1098
. Das Märchen haeit Lea|Märchen|6479|1098
. Das Mädchen haeit Lea|Mädchen|6479|1098
. Das München haeit Lea|München|6479|1098
. Das Mönchen haeit Lea|Mönchen|6479|1098
. Das Manchen haeit Lea|Manchen|6479|1098
. Das Mähen haeit Lea|Mähen|6479|1098
Das Mänchen handbreit Lea .|handbreit|6480|1099
der Junge handbreit Lars .|handbreit|6486|1100
Der Hund handbreit Dodo .|handbreit|6497|1101
Leas eis klettert ein bisen|klettert|6502|1102
kleket ein bissen . Und|bissen|6504|1103
kleket ein bösen . Und|bösen|6504|1103
kleket ein Eisen . Und|Eisen|6504|1103
. Und da felt Lea|da|6507|1104
. Und an felt Lea|an|6507|1104
. Und dann felt Lea|dann|6507|1104
. Und dran felt Lea|dran|6507|1104
. Und dank felt Lea|dank|6507|1104
. Und den felt Lea|den|6507|1104
. Und das felt Lea|das|6507|1104
. Und dar felt Lea|dar|6507|1104
. Und ran felt Lea|ran|6507|1104
. Und man felt Lea|man|6507|1104
. Und van felt Lea|van|6507|1104
. Und San felt Lea|San|6507|1104
. Und Jan felt Lea|Jan|6507|1104
. Und Pan felt Lea|Pan|6507|1104
. Und Fan felt Lea|Fan|6507|1104
Und dan fehlt Lea ruter|fehlt|6508|1105
Und dan feilt Lea ruter|feilt|6508|1105
Und dan fielt Lea ruter|fielt|6508|1105
Und dan elft Lea ruter|elft|6508|1105
Und dan fest Lea ruter|fest|6508|1105
Und dan fett Lea ruter|fett|6508|1105
Und dan fegt Lea ruter|fegt|6508|1105
Und dan Welt Lea ruter|Welt|6508|1105
Und dan Zelt Lea ruter|Zelt|6508|1105
felt Lea runter . Sie|runter|6510|1106
felt Lea roter . Sie|roter|6510|1106
felt Lea guter . Sie|guter|6510|1106
felt Lea röter . Sie|röter|6510|1106
felt Lea Euter . Sie|Euter|6510|1106
felt Lea Puter . Sie|Puter|6510|1106
felt Lea erneuter . Sie|erneuter|6510|1106
. Sie weint . Lars|weint|6513|1107
. Lars et sie .|et|6516|1108
. Lars eilt sie .|eilt|6516|1108
. Lars elft sie .|elft|6516|1108
. Lars Welt sie .|Welt|6516|1108
. Lars Zelt sie .|Zelt|6516|1108
. Lars alt sie .|alt|6516|1108
. Lars elf sie .|elf|6516|1108
. Lars ölt sie .|ölt|6516|1108
. Lars ekelt sie .|ekelt|6516|1108
Das eis kaut . Lars|kaut|6521|1109
Das eis kaputt . Lars|kaputt|6521|1109
Das eis kappt . Lars|kappt|6521|1109
Sie gen zufriedenen na Hause|zufriedenen|6532|1110
Sie gen zufrieden na Hause|zufrieden|6532|1110
Sie gen zufrierenden na Hause|zufrierenden|6532|1110
gen tzufriden nah Hause|nah|6533|1111
gen tzufriden an Hause|an|6533|1111
gen tzufriden ja Hause|ja|6533|1111
gen tzufriden da Hause|da|6533|1111
gehen und Lenken sein Eis|Lenken|6544|1112
gehen und Lecken sein Eis|Lecken|6544|1112
gehen und Lesen sein Eis|Lesen|6544|1112
gehen und Laken sein Eis|Laken|6544|1112
gehen und Luken sein Eis|Luken|6544|1112
gehen und Legen sein Eis|Legen|6544|1112
gehen und Leben sein Eis|Leben|6544|1112
gehen und Ekeln sein Eis|Ekeln|6544|1112
gehen und Lenke sein Eis|Lenke|6544|1112
gehen und Keilen sein Eis|Keilen|6544|1112
Eis und da Trofft das|da|6548|1113
Eis und an Trofft das|an|6548|1113
Eis und dann Trofft das|dann|6548|1113
Eis und dran Trofft das|dran|6548|1113
Eis und dank Trofft das|dank|6548|1113
Eis und den Trofft das|den|6548|1113
Eis und das Trofft das|das|6548|1113
Eis und dar Trofft das|dar|6548|1113
Eis und ran Trofft das|ran|6548|1113
Eis und man Trofft das|man|6548|1113
Eis und van Trofft das|van|6548|1113
Eis und San Trofft das|San|6548|1113
Eis und Jan Trofft das|Jan|6548|1113
Eis und Pan Trofft das|Pan|6548|1113
Eis und Fan Trofft das|Fan|6548|1113
und dan Trifft das Eis|Trifft|6549|1114
und dan Trefft das Eis|Trefft|6549|1114
und dan Tropft das Eis|Tropft|6549|1114
Hund und da fehllt Lea|da|6558|1115
Hund und an fehllt Lea|an|6558|1115
Hund und dann fehllt Lea|dann|6558|1115
Hund und dran fehllt Lea|dran|6558|1115
Hund und dank fehllt Lea|dank|6558|1115
Hund und den fehllt Lea|den|6558|1115
Hund und das fehllt Lea|das|6558|1115
Hund und dar fehllt Lea|dar|6558|1115
Hund und ran fehllt Lea|ran|6558|1115
Hund und man fehllt Lea|man|6558|1115
Hund und van fehllt Lea|van|6558|1115
Hund und San fehllt Lea|San|6558|1115
Hund und Jan fehllt Lea|Jan|6558|1115
Hund und Pan fehllt Lea|Pan|6558|1115
Hund und Fan fehllt Lea|Fan|6558|1115
und dan fehlt Lea hin|fehlt|6559|1116
und dan fehlst Lea hin|fehlst|6559|1116
und dan fehl Lea hin|fehl|6559|1116
hin und da SPringt Dodo|da|6563|1117
hin und an SPringt Dodo|an|6563|1117
hin und dann SPringt Dodo|dann|6563|1117
hin und dran SPringt Dodo|dran|6563|1117
hin und dank SPringt Dodo|dank|6563|1117
hin und den SPringt Dodo|den|6563|1117
hin und das SPringt Dodo|das|6563|1117
hin und dar SPringt Dodo|dar|6563|1117
hin und ran SPringt Dodo|ran|6563|1117
hin und man SPringt Dodo|man|6563|1117
hin und van SPringt Dodo|van|6563|1117
hin und San SPringt Dodo|San|6563|1117
hin und Jan SPringt Dodo|Jan|6563|1117
hin und Pan SPringt Dodo|Pan|6563|1117
hin und Fan SPringt Dodo|Fan|6563|1117
Dodo und da helft Lars|da|6567|1118
Dodo und an helft Lars|an|6567|1118
Dodo und dann helft Lars|dann|6567|1118
Dodo und dran helft Lars|dran|6567|1118
Dodo und dank helft Lars|dank|6567|1118
Dodo und den helft Lars|den|6567|1118
Dodo und das helft Lars|das|6567|1118
Dodo und dar helft Lars|dar|6567|1118
Dodo und ran helft Lars|ran|6567|1118
Dodo und man helft Lars|man|6567|1118
Dodo und van helft Lars|van|6567|1118
Dodo und San helft Lars|San|6567|1118
Dodo und Jan helft Lars|Jan|6567|1118
Dodo und Pan helft Lars|Pan|6567|1118
Dodo und Fan helft Lars|Fan|6567|1118
Lars Leo da ist Lea|da|6571|1119
Lars Leo an ist Lea|an|6571|1119
Lars Leo dann ist Lea|dann|6571|1119
Lars Leo dran ist Lea|dran|6571|1119
Lars Leo dank ist Lea|dank|6571|1119
Lars Leo den ist Lea|den|6571|1119
Lars Leo das ist Lea|das|6571|1119
Lars Leo dar ist Lea|dar|6571|1119
Lars Leo ran ist Lea|ran|6571|1119
Lars Leo man ist Lea|man|6571|1119
Lars Leo van ist Lea|van|6571|1119
Lars Leo San ist Lea|San|6571|1119
Lars Leo Jan ist Lea|Jan|6571|1119
Lars Leo Pan ist Lea|Pan|6571|1119
Lars Leo Fan ist Lea|Fan|6571|1119
ist Lea durchgedreht und dan|durchgedreht|6574|1120
ist Lea durchgedrungen und dan|durchgedrungen|6574|1120
durschgedred und da teilt Lea|da|6576|1121
durschgedred und an teilt Lea|an|6576|1121
durschgedred und dann teilt Lea|dann|6576|1121
durschgedred und dran teilt Lea|dran|6576|1121
durschgedred und dank teilt Lea|dank|6576|1121
durschgedred und den teilt Lea|den|6576|1121
durschgedred und das teilt Lea|das|6576|1121
durschgedred und dar teilt Lea|dar|6576|1121
durschgedred und ran teilt Lea|ran|6576|1121
durschgedred und man teilt Lea|man|6576|1121
durschgedred und van teilt Lea|van|6576|1121
durschgedred und San teilt Lea|San|6576|1121
durschgedred und Jan teilt Lea|Jan|6576|1121
durschgedred und Pan teilt Lea|Pan|6576|1121
durschgedred und Fan teilt Lea|Fan|6576|1121
kugeln und da gehen Lea|da|6584|1122
kugeln und an gehen Lea|an|6584|1122
kugeln und dann gehen Lea|dann|6584|1122
kugeln und dran gehen Lea|dran|6584|1122
kugeln und dank gehen Lea|dank|6584|1122
kugeln und den gehen Lea|den|6584|1122
kugeln und das gehen Lea|das|6584|1122
kugeln und dar gehen Lea|dar|6584|1122
kugeln und ran gehen Lea|ran|6584|1122
kugeln und man gehen Lea|man|6584|1122
kugeln und van gehen Lea|van|6584|1122
kugeln und San gehen Lea|San|6584|1122
kugeln und Jan gehen Lea|Jan|6584|1122
kugeln und Pan gehen Lea|Pan|6584|1122
kugeln und Fan gehen Lea|Fan|6584|1122
und Lars nah hause und|nah|6589|1123
und Lars an hause und|an|6589|1123
und Lars ja hause und|ja|6589|1123
und Lars da hause und|da|6589|1123
hause und da legt Dodo|da|6592|1124
hause und an legt Dodo|an|6592|1124
hause und dann legt Dodo|dann|6592|1124
hause und dran legt Dodo|dran|6592|1124
hause und dank legt Dodo|dank|6592|1124
hause und den legt Dodo|den|6592|1124
hause und das legt Dodo|das|6592|1124
hause und dar legt Dodo|dar|6592|1124
hause und ran legt Dodo|ran|6592|1124
hause und man legt Dodo|man|6592|1124
hause und van legt Dodo|van|6592|1124
hause und San legt Dodo|San|6592|1124
hause und Jan legt Dodo|Jan|6592|1124
hause und Pan legt Dodo|Pan|6592|1124
hause und Fan legt Dodo|Fan|6592|1124
machten einen spazieren und zum|spazieren|6607|1125
eis und spazieren . fon|spazieren|6623|1126
spziren . von Lea das|von|6625|1127
spziren . Ion Lea das|Ion|6625|1127
spziren . Ton Lea das|Ton|6625|1127
spziren . Don Lea das|Don|6625|1127
spziren . Bon Lea das|Bon|6625|1127
spziren . Xon Lea das|Xon|6625|1127
spziren . Äon Lea das|Äon|6625|1127
ist runter gefallen dann ist|gefallen|6631|1128
ist runter gefalzten dann ist|gefalzten|6631|1128
ist runter gefalle dann ist|gefalle|6631|1128
ist runter gefangen dann ist|gefangen|6631|1128
ist runter fallen dann ist|fallen|6631|1128
auch runter gefallen . Lars|gefallen|6637|1129
auch runter gefalzten . Lars|gefalzten|6637|1129
auch runter gefalle . Lars|gefalle|6637|1129
auch runter gefangen . Lars|gefangen|6637|1129
auch runter fallen . Lars|fallen|6637|1129
ende sind sie na huuse|sie|6649|1130
ende sind so na huuse|so|6649|1130
ende sind sei na huuse|sei|6649|1130
ende sind pi na huuse|pi|6649|1130
ende sind xi na huuse|xi|6649|1130
ende sind Ei na huuse|Ei|6649|1130
sind si nah huuse gegange|nah|6650|1131
sind si an huuse gegange|an|6650|1131
sind si ja huuse gegange|ja|6650|1131
sind si da huuse gegange|da|6650|1131
si na hause gegange und|hause|6651|1132
si na huste gegange und|huste|6651|1132
na huuse gegangen und der|gegangen|6652|1133
na huuse gelange und der|gelange|6652|1133
na huuse begangen und der|begangen|6652|1133
na huuse ergangen und der|ergangen|6652|1133
na huuse entgangen und der|entgangen|6652|1133
na huuse gehangen und der|gehangen|6652|1133
Eis . da gehen sie|da|6669|1134
Eis . an gehen sie|an|6669|1134
